,id,intakedate,intakereason,sheltercode,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype
212,55297,2017-03-31 12:28:00,Owner Died,C1703003,Domestic Short Hair,Black and other colours mix,Cat,11 years 7 months.,Male,Adoptable Cat Big Colony,2017-06-20 00:00:00,Adoption
213,55297,2017-03-31 12:28:00,Owner Died,C1703003,Domestic Short Hair,Black and other colours mix,Cat,11 years 7 months.,Male,Adoptable Cat Big Colony,2017-08-13 00:00:00,Adoption
214,55298,2017-03-31 13:03:28,Stray,C1703005,Domestic Long Hair,Designer colors,Cat,3 years 7 months.,Male,Adoptable Cat Kennels,2017-04-12 00:00:00,Adoption
215,55299,2017-03-31 13:23:20,Stray,C17031780,Domestic Short Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,2017-04-07 00:00:00,Foster
216,55299,2017-03-31 13:23:20,Stray,C17031780,Domestic Short Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,2017-04-25 00:00:00,Foster
217,55299,2017-03-31 13:23:20,Stray,C17031780,Domestic Short Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,2017-07-07 00:00:00,Adoption
218,55300,2017-03-31 13:46:11,TNR - Trap/Neuter/Release,C1703006,Domestic Short Hair,Orange,Cat,2 years 7 months.,Male,Adoptable Cat Glass Colony,2017-04-07 00:00:00,Adoption
219,55301,2017-03-31 13:53:24,Stray,C1703007,Domestic Short Hair,Orange,Cat,3 years 2 months.,Female,Adoptable Cat Kennels,2017-04-07 00:00:00,Adoption
220,55301,2017-03-31 13:53:24,Stray,C1703007,Domestic Short Hair,Orange,Cat,3 years 2 months.,Female,Adoptable Cat Kennels,2018-03-02 00:00:00,Adoption
221,55301,2017-03-31 13:53:24,Stray,C1703007,Domestic Short Hair,Orange,Cat,3 years 2 months.,Female,Adoptable Cat Kennels,2019-01-08 00:00:00,Adoption
226,55303,2017-03-31 13:56:27,Unsuitable Accommodation,C1703008,Domestic Short Hair,Black,Cat,3 years 8 months.,Male,Adoptable Cat Big Colony,2017-04-27 00:00:00,Foster
227,55303,2017-03-31 13:56:27,Unsuitable Accommodation,C1703008,Domestic Short Hair,Black,Cat,3 years 8 months.,Male,Adoptable Cat Big Colony,2017-07-14 00:00:00,Adoption
270,55336,2017-03-31 16:14:14,Stray,C1703050,Domestic Long Hair,Orange,Cat,4 years 11 months.,Male,Adoptable Cat Middle Colony,2017-04-13 00:00:00,Adoption
271,55336,2017-03-31 16:14:14,Stray,C1703050,Domestic Long Hair,Orange,Cat,4 years 11 months.,Male,Adoptable Cat Middle Colony,2018-04-14 00:00:00,Adoption
272,55337,2017-03-29 16:26:02,Stray,C1703045,Domestic Short Hair,Multi colours,Cat,4 years 0 months.,Female,Adoptable Cat Glass Colony,2017-04-09 00:00:00,Adoption
289,55352,2017-04-01 14:04:51,Incompatible with owner lifestyle,C1704010,Domestic Long Hair,Black and other colours mix,Cat,8 years 9 months.,Female,Adoptable Cat Kennels,2017-04-07 00:00:00,Adoption
290,55354,2017-04-01 14:17:35,Incompatible with owner lifestyle,C1704026,Domestic Short Hair,Black,Cat,13 years 7 months.,Female,Adoptable Cat Big Colony,2017-04-28 00:00:00,Adoption
291,55355,2017-04-02 13:08:54,Stray,C1704057,Domestic Long Hair,Multi colours,Cat,12 years 7 months.,Female,Stray Cats,2017-04-03 00:00:00,Transfer
295,55359,2017-04-03 09:57:36,Stray,C1704014,Domestic Short Hair,Black and other colours mix,Cat,9 years 7 months.,Female,Adoptable Cat Kennels,2017-04-28 00:00:00,Transfer
296,55360,2017-04-03 12:16:19,Unable to Afford,C1704027,Domestic Short Hair,Multi colours,Cat,14 years 5 months.,Female,Adoptable Cat Kennels,2017-04-07 00:00:00,Adoption
297,55361,2017-04-03 13:16:48,Incompatible with owner lifestyle,C1704028,Domestic Short Hair,Designer colors,Cat,6 years 7 months.,Female,Adoptable Cat Big Colony,2017-04-18 00:00:00,Adoption
302,55366,2017-04-03 14:43:29,Incompatible with owner lifestyle,C1704031,Domestic Short Hair,Black and other colours mix,Cat,2 years 8 months.,Male,Adoptable Cat Big Colony,2017-04-07 00:00:00,Adoption
303,55369,2017-04-03 15:31:36,Unsuitable Accommodation,C1704032,Domestic Short Hair,Orange,Cat,11 years 7 months.,Female,Stray Cats,2017-05-15 00:00:00,Transfer
304,55370,2017-04-03 16:25:14,Abandoned,C1704062,Domestic Medium Hair,Multi colours,Cat,1 year 8 months.,Female,Adoptable Cat Kennels,2017-04-04 00:00:00,Foster
305,55370,2017-04-03 16:25:14,Abandoned,C1704062,Domestic Medium Hair,Multi colours,Cat,1 year 8 months.,Female,Adoptable Cat Kennels,2017-04-18 00:00:00,Foster
306,55370,2017-04-03 16:25:14,Abandoned,C1704062,Domestic Medium Hair,Multi colours,Cat,1 year 8 months.,Female,Adoptable Cat Kennels,2017-06-06 00:00:00,Adoption
307,55371,2017-04-03 16:30:55,Abandoned,C1704063,Domestic Medium Hair,Multi colours,Cat,3 weeks.,Female,Feline Nursery,2017-04-04 00:00:00,Foster
308,55371,2017-04-03 16:30:55,Abandoned,C1704063,Domestic Medium Hair,Multi colours,Cat,3 weeks.,Female,Feline Nursery,2017-04-18 00:00:00,Foster
311,55375,2017-04-04 12:02:47,Stray,C1704064,Domestic Short Hair,White,Cat,1 year 11 months.,Unknown,Stray Cats,2017-04-17 00:00:00,Transfer
312,55376,2017-04-04 12:04:40,Owner Died,C1704015,Domestic Short Hair,Black and other colours mix,Cat,3 years 7 months.,Female,Adoptable Cat Big Colony,2017-04-05 00:00:00,Foster
313,55376,2017-04-04 12:04:40,Owner Died,C1704015,Domestic Short Hair,Black and other colours mix,Cat,3 years 7 months.,Female,Adoptable Cat Big Colony,2017-08-31 00:00:00,Foster
314,55376,2017-04-04 12:04:40,Owner Died,C1704015,Domestic Short Hair,Black and other colours mix,Cat,3 years 7 months.,Female,Adoptable Cat Big Colony,2017-12-01 00:00:00,Adoption
315,55377,2017-04-04 12:04:40,Owner Died,C1704016,Domestic Short Hair,Designer colors,Cat,1 year 7 months.,Female,Lobby,2017-04-05 00:00:00,Foster
316,55377,2017-04-04 12:04:40,Owner Died,C1704016,Domestic Short Hair,Designer colors,Cat,1 year 7 months.,Female,Lobby,2017-06-01 00:00:00,Adoption
317,55378,2017-04-04 12:04:40,Owner Died,C1704017,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Lobby,2017-04-05 00:00:00,Foster
318,55378,2017-04-04 12:04:40,Owner Died,C1704017,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Lobby,2017-06-02 00:00:00,Adoption
319,55379,2017-04-04 12:04:40,Owner Died,C1704018,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Lobby,2017-04-05 00:00:00,Foster
320,55379,2017-04-04 12:04:40,Owner Died,C1704018,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Lobby,2017-06-01 00:00:00,Adoption
321,55380,2017-04-04 12:04:40,Owner Died,C1704019,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Lobby,2017-04-05 00:00:00,Foster
322,55380,2017-04-04 12:04:40,Owner Died,C1704019,Domestic Short Hair,Grey,Cat,1 year 7 months.,Male,Lobby,2017-06-01 00:00:00,Adoption
323,55381,2017-04-04 12:11:45,Stray,C1704065,Domestic Short Hair,Black,Cat,2 years 7 months.,Male,Special Care Cats,2017-04-18 00:00:00,Adoption
324,55382,2017-04-04 12:14:52,Owner Died,C1704035,Domestic Short Hair,Orange,Cat,8 years 7 months.,Female,Adoptable Cat Kennels,2017-04-06 00:00:00,Foster
325,55382,2017-04-04 12:14:52,Owner Died,C1704035,Domestic Short Hair,Orange,Cat,8 years 7 months.,Female,Adoptable Cat Kennels,2017-07-06 00:00:00,Transfer
326,55383,2017-04-04 12:14:52,Owner Died,C1704036,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,2017-04-06 00:00:00,Foster
327,55383,2017-04-04 12:14:52,Owner Died,C1704036,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,2017-06-18 00:00:00,Adoption
328,55384,2017-04-04 12:14:52,Owner Died,C1704037,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-04-06 00:00:00,Foster
329,55384,2017-04-04 12:14:52,Owner Died,C1704037,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-06-07 00:00:00,Adoption
330,55385,2017-04-04 12:14:52,Owner Died,C1704038,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,2017-04-06 00:00:00,Foster
331,55385,2017-04-04 12:14:52,Owner Died,C1704038,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,2017-06-23 00:00:00,Transfer
332,55386,2017-04-04 12:14:52,Owner Died,C1704039,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,2017-04-06 00:00:00,Foster
333,55386,2017-04-04 12:14:52,Owner Died,C1704039,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Adoptable Cat Small Colony,2017-06-21 00:00:00,Adoption
334,55389,2017-04-04 17:49:18,Stray,C1704066,Domestic Short Hair,Black and other colours mix,Cat,3 years 5 months.,Male,Adoptable Cat Kennels,2017-04-12 00:00:00,Adoption
338,55396,2017-03-18 00:00:00,Abandoned,C1703046,Domestic Short Hair,White mix,Cat,3 weeks.,Female,Foster,2017-03-20 00:00:00,Foster
339,55397,2017-03-18 00:00:00,Abandoned,C1703047,Domestic Short Hair,Black and other colours mix,Cat,3 weeks.,Female,Foster,2017-03-20 00:00:00,Foster
340,55398,2017-03-18 00:00:00,Abandoned,C1703051,Domestic Short Hair,Black and other colours mix,Cat,3 weeks.,Female,Foster,2017-03-20 00:00:00,Foster
341,55399,2017-03-18 00:00:00,Abandoned,C1703052,Domestic Short Hair,Black and other colours mix,Cat,1 week.,Female,Foster,2017-03-20 00:00:00,Foster
343,55401,2017-04-06 11:36:23,Owner Died,C1704020,Domestic Short Hair,Orange,Cat,3 years 10 months.,Male,Stray Cats,2017-04-18 00:00:00,Transfer
344,55401,2017-04-06 11:36:23,Owner Died,C1704020,Domestic Short Hair,Orange,Cat,3 years 10 months.,Male,Stray Cats,2017-06-29 00:00:00,Transfer
345,55402,2017-04-06 12:14:21,Incompatible with owner lifestyle,C1704053,Domestic Long Hair,Designer colors,Cat,11 years 4 months.,Male,Special Care Cats,2017-05-05 00:00:00,Adoption
350,55411,2017-04-07 08:28:23,Stray,C1704074,Domestic Short Hair,Grey,Cat,34 years 7 months.,Unknown,Check-in,2017-04-07 00:00:00,Transfer
351,55412,2017-04-07 08:31:11,Stray,C1704075,Domestic Short Hair,Black and other colours mix,Cat,34 years 7 months.,Unknown,Stray Cats,2017-04-07 00:00:00,Transfer
352,55415,2017-04-07 11:37:33,Stray,C1704076,Domestic Short Hair,Black and other colours mix,Cat,2 years 1 month.,Unknown,Stray Cats,2017-04-19 00:00:00,Adoption
353,55416,2017-04-07 11:40:57,Stray,C1704077,Domestic Short Hair,White mix,Cat,2 years 1 month.,Unknown,Stray Cats,2017-04-19 00:00:00,Adoption
354,55419,2017-03-31 13:23:20,Stray,C17031781,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Lobby,2017-04-07 00:00:00,Foster
355,55419,2017-03-31 13:23:20,Stray,C17031781,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Lobby,2017-04-25 00:00:00,Foster
356,55419,2017-03-31 13:23:20,Stray,C17031781,Domestic Short Hair,Black,Cat,1 year 7 months.,Female,Lobby,2017-06-05 00:00:00,Adoption
357,55420,2017-03-31 13:23:20,Stray,C17031782,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Feline Nursery,2017-04-07 00:00:00,Foster
358,55420,2017-03-31 13:23:20,Stray,C17031782,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Feline Nursery,2017-04-25 00:00:00,Foster
359,55420,2017-03-31 13:23:20,Stray,C17031782,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Feline Nursery,2017-06-02 00:00:00,Adoption
360,55421,2017-03-31 13:23:20,Stray,C17031783,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,2017-04-07 00:00:00,Foster
361,55421,2017-03-31 13:23:20,Stray,C17031783,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,2017-04-25 00:00:00,Foster
362,55421,2017-03-31 13:23:20,Stray,C17031783,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,2017-06-02 00:00:00,Adoption
363,55421,2017-03-31 13:23:20,Stray,C17031783,Domestic Short Hair,Orange,Cat,1 year 7 months.,Male,Lobby,2017-07-09 00:00:00,Adoption
364,55422,2017-03-31 13:23:20,Stray,C17031784,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-04-07 00:00:00,Foster
365,55422,2017-03-31 13:23:20,Stray,C17031784,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-04-25 00:00:00,Foster
366,55422,2017-03-31 13:23:20,Stray,C17031784,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-06-11 00:00:00,Adoption
367,55423,2017-03-31 13:23:20,Stray,C17031785,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-04-07 00:00:00,Foster
368,55423,2017-03-31 13:23:20,Stray,C17031785,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-04-25 00:00:00,Foster
369,55423,2017-03-31 13:23:20,Stray,C17031785,Domestic Short Hair,Multi colours,Cat,1 year 7 months.,Female,Lobby,2017-06-12 00:00:00,Adoption
375,55430,2017-04-07 14:48:03,Stray,C1704078,Domestic Short Hair,Black,Cat,2 years 3 months.,Female,Adoptable Cat Glass Colony,2017-04-20 00:00:00,Adoption
378,55438,2017-04-08 15:52:10,Incompatible with owner lifestyle,C1704069,Domestic Short Hair,White mix,Cat,6 years 1 month.,Male,Adoptable Cat Big Colony,2017-05-16 00:00:00,Adoption
382,55440,2017-04-08 16:26:19,Incompatible with owner lifestyle,C1704079,Domestic Short Hair,Black and other colours mix,Cat,2 years 7 months.,Female,Adoptable Cat Middle Colony,2017-04-15 00:00:00,Adoption
384,55442,2017-04-09 13:09:09,Stray,C1704081,Domestic Short Hair,Black and other colours mix,Cat,6 years 8 months.,Female,Adoptable Cat Big Colony,2017-05-19 00:00:00,Adoption
388,55447,2017-04-10 09:30:18,Stray,C1704084,Domestic Short Hair,Grey,Cat,3 years 7 months.,Female,Stray Cats,2017-04-17 00:00:00,Reclaimed
389,55448,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704082,Domestic Short Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,2017-04-11 00:00:00,Foster
390,55448,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704082,Domestic Short Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Big Colony,2017-06-07 00:00:00,Adoption
391,55449,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704085,Domestic Medium Hair,White,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-11 00:00:00,Foster
392,55449,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704085,Domestic Medium Hair,White,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-02 00:00:00,Adoption
393,55450,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704086,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-11 00:00:00,Foster
394,55450,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704086,Domestic Medium Hair,Orange,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-04 00:00:00,Adoption
395,55451,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704087,Domestic Medium Hair,Black and other colours mix,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-11 00:00:00,Foster
396,55451,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704087,Domestic Medium Hair,Black and other colours mix,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-03 00:00:00,Adoption
397,55452,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704088,Domestic Medium Hair,Designer colors,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-11 00:00:00,Foster
398,55452,2017-04-10 12:14:07,Incompatible with owner lifestyle,C1704088,Domestic Medium Hair,Designer colors,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-02 00:00:00,Adoption
416,55465,2017-04-11 11:02:41,Stray,C1704094,Domestic Short Hair,White mix,Cat,29 years 7 months.,Unknown,Stray Cats,2017-04-12 00:00:00,Transfer
419,55469,2017-04-11 13:07:43,Abandoned,C1704095,Domestic Short Hair,White mix,Cat,1 year 11 months.,Male,Adoptable Cat Glass Colony,2017-04-22 00:00:00,Adoption
420,55470,2017-04-11 13:14:22,Stray,C1704096,Domestic Short Hair,Multi colours,Cat,1 year 11 months.,Female,Adoptable Cat Glass Colony,2017-04-22 00:00:00,Adoption
422,55475,2017-04-11 17:37:35,Incompatible with owner lifestyle,C1704093,Domestic Long Hair,Black and other colours mix,Cat,4 years 3 months.,Male,Adoptable Cat Big Colony,2017-06-02 00:00:00,Adoption
423,55475,2017-04-11 17:37:35,Incompatible with owner lifestyle,C1704093,Domestic Long Hair,Black and other colours mix,Cat,4 years 3 months.,Male,Adoptable Cat Big Colony,2019-07-13 00:00:00,Adoption
424,55476,2017-04-11 17:44:41,Incompatible with owner lifestyle,C1704098,Domestic Short Hair,White mix,Cat,4 years 6 months.,Female,Adoptable Cat Kennels,2017-04-19 00:00:00,Adoption
429,55484,2017-04-12 15:37:26,Stray,C1704102,Domestic Short Hair,Multi colours,Cat,3 years 7 months.,Female,Stray Cats,2017-04-12 00:00:00,Reclaimed
433,55493,2017-04-15 13:16:05,Incompatible with owner lifestyle,C1704104,Domestic Short Hair,White mix,Cat,6 years 7 months.,Female,Adoptable Cat Big Colony,2017-05-10 00:00:00,Adoption
434,55495,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704106,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-17 00:00:00,Foster
435,55495,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704106,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-05 00:00:00,Adoption
436,55496,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704107,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-17 00:00:00,Foster
437,55496,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704107,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-05 00:00:00,Adoption
438,55497,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704108,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Female,Feline Nursery,2017-04-17 00:00:00,Foster
439,55497,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704108,Domestic Medium Hair,Grey,Cat,1 year 9 months.,Female,Feline Nursery,2017-05-05 00:00:00,Adoption
440,55498,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704109,Domestic Long Hair,Black and other colours mix,Cat,1 year 9 months.,Male,Feline Nursery,2017-04-17 00:00:00,Foster
441,55498,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704109,Domestic Long Hair,Black and other colours mix,Cat,1 year 9 months.,Male,Feline Nursery,2017-05-06 00:00:00,Adoption
442,55499,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704110,Domestic Long Hair,Black,Cat,1 year 9 months.,Female,Feline Nursery,2017-04-17 00:00:00,Foster
443,55499,2017-04-15 13:46:32,Incompatible with owner lifestyle,C1704110,Domestic Long Hair,Black,Cat,1 year 9 months.,Female,Feline Nursery,2017-05-06 00:00:00,Adoption
444,55500,2017-04-15 13:57:09,Incompatible with owner lifestyle,C1704111,Domestic Short Hair,White,Cat,4 years 7 months.,Male,Adoptable Cat Big Colony,2017-05-26 00:00:00,Adoption
445,55501,2017-04-15 14:09:07,Incompatible with owner lifestyle,C1704112,Domestic Short Hair,Grey,Cat,9 years 2 months.,Female,Adoptable Cat Small Colony,2017-05-05 00:00:00,Adoption
446,55502,2017-04-15 14:13:08,Incompatible with owner lifestyle,C1704113,Domestic Short Hair,Grey,Cat,2 years 8 months.,Male,Adoptable Cat Middle Colony,2017-05-20 00:00:00,Adoption
448,55504,2017-04-15 14:56:58,Incompatible with owner lifestyle,C1704115,Domestic Long Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Kennels,2017-06-12 00:00:00,Foster
449,55504,2017-04-15 14:56:58,Incompatible with owner lifestyle,C1704115,Domestic Long Hair,Multi colours,Cat,5 years 7 months.,Female,Adoptable Cat Kennels,2017-07-01 00:00:00,Adoption
453,55510,2017-04-17 12:13:17,Unsuitable Accommodation,C1704025,Domestic Short Hair,Black and other colours mix,Cat,2 years 7 months.,Male,Adoptable Cat Middle Colony,2017-05-20 00:00:00,Adoption
455,55514,2017-04-17 12:37:08,Stray,C1704003,Domestic Long Hair,Black,Cat,3 years 7 months.,Male,Stray Cats,2017-05-03 00:00:00,Adoption
456,55517,2017-04-17 12:59:56,Stray,C1704114,Domestic Short Hair,Black and other colours mix,Cat,1 year 8 months.,Male,Feline Nursery,2017-04-22 00:00:00,Foster
457,55517,2017-04-17 12:59:56,Stray,C1704114,Domestic Short Hair,Black and other colours mix,Cat,1 year 8 months.,Male,Feline Nursery,2017-05-11 00:00:00,Adoption
458,55518,2017-04-17 12:59:56,Stray,C1704116,Domestic Short Hair,Black and other colours mix,Cat,1 year 8 months.,Female,Feline Nursery,2017-04-22 00:00:00,Foster
459,55518,2017-04-17 12:59:56,Stray,C1704116,Domestic Short Hair,Black and other colours mix,Cat,1 year 8 months.,Female,Feline Nursery,2017-05-13 00:00:00,Adoption
460,55519,2017-04-17 12:59:56,Stray,C1704117,Domestic Short Hair,Black and other colours mix,Cat,10 weeks.,Female,Feline Nursery,2017-04-22 00:00:00,Foster
